EntityNumber,EntityContact,ContactType,Value
0883.409.187,ENT,TEL,033456654
0884.975.738,ENT,EMAIL,conny.de.smedt@starcontainer.eu
0885.221.604,ENT,EMAIL,erwin.fuchs@antwerpcity.be
0885.221.604,ENT,WEB,fuchs-interieur.com
0885.534.477,ENT,TEL,0486896070
0885.534.477,ENT,EMAIL,geoffrey@deshowroom.be
0885.534.477,ENT,WEB,www.deshowroom.be
0887.960.170,ENT,EMAIL,info@bulletproofcupid.be
0888.971.544,ENT,EMAIL,miel-garry@skynet.be
0888.971.544,ENT,WEB,www.facebook.com/tcdezilverberk
0889.144.758,ENT,TEL,03 201 22 70
0889.144.758,ENT,EMAIL, info@dp-advocaten.be
0889.144.758,ENT,WEB,www.dp-advocaten.be
0889.951.838,ENT,TEL,0475697506
0889.951.838,ENT,EMAIL,info@groene-oase.be
0889.951.838,ENT,WEB,www.groene-oase.be
0890.089.222,ENT,EMAIL,kris.verhoye@bluebean.be
0890.177.809,ENT,EMAIL,ian.kenny@telenet.be
0892.765.333,ENT,EMAIL,l.tijdhof@zandersgroup.com
0892.765.333,ENT,WEB,www.zandersgroup.com
0892.794.730,ENT,TEL,03 776 21 50
0892.794.730,ENT,EMAIL,INFO@RENTAPORT.BE
0892.821.553,ENT,EMAIL,liesbeth.theeuws@okioventures.com
0893.284.084,ENT,TEL,03/205.32.53
0893.284.084,ENT,EMAIL,jan.spruyt@multimodal.be
0893.819.960,ENT,TEL,032310444
0893.819.960,ENT,EMAIL,isabelle.potvin@juribelpartners.be
0894.431.951,ENT,EMAIL,dkubeheer@outlook.com
0894.685.339,ENT,EMAIL,Martin.Reukers@ronstreet.eu
0894.823.515,ENT,TEL,+32 478 37 12 56
0895.007.617,ENT,EMAIL,steven@logicinmotion.be
0895.007.617,ENT,WEB,www.logicinmotion.be
0895.431.051,ENT,EMAIL,peter@nordlynx.be
0895.431.051,ENT,WEB,guido@nordlynx.be
0896.713.728,ENT,EMAIL,bartdehaes@hotmail.com
0897.302.854,ENT,TEL,03 641 68 09
0897.302.854,ENT,EMAIL,info@satic-minera.be
0898.228.215,ENT,TEL,0496445297
0898.874.155,ENT,TEL,03/259.11.30
0898.973.234,ENT,TEL,03/202.05.00
0898.973.234,ENT,EMAIL,management@3d-ict.be
0898.973.234,ENT,WEB,www.3d-ict.be
0899.584.235,ENT,TEL,03/230.58.40
1000.075.542,ENT,EMAIL,info@donsje.com
1000.075.542,ENT,WEB,www.donsje.com
1000.195.704,ENT,EMAIL,lauradeconinck@icloud.com
1000.202.137,ENT,WEB,www.nestseekers.com
1000.272.314,ENT,EMAIL,kafai@smart-tax.be
1000.416.824,ENT,EMAIL,now@beeldhouwersstraat.be
1000.652.295,ENT,EMAIL,fquadflieg@gmail.com
1000.742.070,ENT,EMAIL,fan.kwokwai@phomo.eu
1000.742.070,ENT,WEB,www.phomo.eu
1000.792.649,ENT,EMAIL,info@mariello.be
1000.792.649,ENT,WEB,www.mariello.be
1000.978.830,ENT,EMAIL,info@wenex.be
1001.039.208,ENT,EMAIL,corneille@mullhouse.be
1001.133.733,ENT,EMAIL,info@cnbb.nl
1001.133.733,ENT,WEB,www.cnbb.be
1001.149.173,ENT,EMAIL,michaeldesloover@hotmail.com
1001.384.646,ENT,EMAIL,hantsonnoa@icloud.com
1001.409.489,ENT,EMAIL,vvb@mytrusto.eu
1001.411.370,ENT,EMAIL,cvb@mytrusto.eu
1001.459.573,ENT,TEL,0479 40 67 99
1001.459.573,ENT,EMAIL,Julybeauty77@gmail.com
1001.528.067,ENT,TEL,0460973972
1001.528.067,ENT,EMAIL,KOEN.DEFERM@GMAIL.COM
1001.710.387,ENT,EMAIL,info@beautybarandboutique.be
1001.806.397,ENT,EMAIL,jacob@bocaj.be
1001.870.339,ENT,EMAIL,board@HRPaySolutions.com.
1001.898.449,ENT,TEL,0471612961
1001.898.449,ENT,EMAIL,husseindagher@outlook.com
1002.053.451,ENT,EMAIL,tobiastits@hotmail.be
1002.072.554,ENT,WEB,www.satissfood.academy
1002.076.118,ENT,EMAIL,bagherzadeh.roya@gmail.com
1002.272.492,ENT,EMAIL,info@alfasloten.be
1002.272.492,ENT,WEB,www.alfasloten.be
1002.343.065,ENT,EMAIL,dennis.aernouts@control-a.be
1002.584.872,ENT,EMAIL,info@d2e.com
1002.584.872,ENT,WEB,www.d2e.com
1002.592.493,ENT,TEL,02/486 55 11
1002.592.493,ENT,EMAIL,gladys.cristiaensen@pkfbofidi.com
1002.804.311,ENT,EMAIL,info@bakkerijfunk.com
1002.929.817,ENT,TEL,0479476287
1002.929.817,ENT,EMAIL,carpelsg@gmail.com
1003.320.983,ENT,EMAIL,yannickdebeuckelaer@gmail.com
1003.343.452,ENT,TEL,0496911831
1003.343.452,ENT,EMAIL,cameleonconsult@outlook.com
1003.549.627,ENT,TEL,0486774485
1003.549.627,ENT,EMAIL, murat-yener1978@hotmail.com
1003.669.292,ENT,EMAIL,koen.declercq93@gmail.com
1003.694.137,ENT,TEL,0472/20.20.49
1003.694.137,ENT,EMAIL,lv@stadvocaten.be
1003.737.291,ENT,EMAIL,bc@stadvocaten.be
1004.121.729,ENT,EMAIL,marieelisabeth.dubois94@gmail.com
1004.239.416,ENT,EMAIL,mattcleaning@outlook.be
1004.324.538,ENT,TEL,+32460973972
1004.324.538,ENT,EMAIL,koen.deferm@gmail.com
1004.695.019,ENT,EMAIL,koendebeer@telenet.be
1005.152.008,ENT,EMAIL,ljanssens57@gmail.com
1005.237.526,ENT,EMAIL,lovath.bv@gmail.com
1005.514.371,ENT,EMAIL,welkom@kaviaaar.be
1005.731.236,ENT,EMAIL,jonas@joggersenterprises.com
1005.731.236,ENT,WEB,www.joggersenterprises.com
1005.936.916,ENT,EMAIL,comms@pilipi.li
1005.936.916,ENT,WEB,pilipi.li
1005.996.995,ENT,EMAIL,info@jongerenuitdewind.be
1005.996.995,ENT,WEB,jongerenuitdewind.be
1006.009.269,ENT,EMAIL,philip_frateur@hotmail.com
1006.221.679,ENT,EMAIL,info@fra-gille.be
1006.221.679,ENT,WEB,fra-gille.be
1006.249.690,ENT,TEL,+32477804647
1006.249.690,ENT,EMAIL,Ntyteca@Gmail.com
1006.308.484,ENT,TEL,032460600
1006.308.484,ENT,EMAIL,contact@teamservices.eu
1006.308.484,ENT,WEB,www.teamservices.eu
1006.448.343,ENT,EMAIL,info@elinefransen.be
1006.552.370,ENT,EMAIL,info@noheya.be
1006.552.370,ENT,WEB,www.noheya.be
1006.652.043,ENT,WEB,www.onzo.be
1006.888.110,ENT,EMAIL,casageishaamberes@gmail.com
1007.005.993,ENT,EMAIL,info@boldevents.be
1007.005.993,ENT,WEB,boldsportsfestival.be
1007.179.011,ENT,TEL,0499914502
1007.179.011,ENT,EMAIL, kevin.clement@santander-consulting.com
1007.465.259,ENT,TEL,0488378965
1007.465.259,ENT,EMAIL,contact@works-service.com
1007.652.826,ENT,EMAIL,info@stuart-energy.be
1007.652.826,ENT,WEB,www.stuart-energy.be
1007.674.008,ENT,EMAIL,jlibiszewski@gmail.com
1007.710.927,ENT,EMAIL,hoofdredactie@dwars.be
1007.710.927,ENT,WEB,www.dwars.be
1007.724.585,ENT,EMAIL,info@othersideatwork.be
1007.724.585,ENT,WEB,www.othersideatwork.be
1007.983.517,ENT,EMAIL,jordi.dc@hotmail.com
1008.296.093,ENT,WEB,www.carriereinterim.be
1008.309.555,ENT,TEL,+32499365343
1008.309.555,ENT,EMAIL,mprondzynska@gmail.com
1008.467.032,ENT,EMAIL,info@firmus.be
1008.538.197,ENT,EMAIL,groenplaats@seoulclubhouse.com
1008.541.563,ENT,EMAIL,info@byorn.be
1009.238.379,ENT,EMAIL,info@d2e.com
1009.238.379,ENT,WEB,www.d2e.com
1009.356.462,ENT,EMAIL,antwerpen@beestboulders.com
1009.356.462,ENT,WEB,beestboulders.com/
1009.502.853,ENT,EMAIL,info@subtext.be
1009.573.723,ENT,EMAIL,admin@studiostraf.com
1009.625.983,ENT,EMAIL,info@kgc-global.com
1009.625.983,ENT,EMAIL,Info@kgcitsolutions.com
1009.625.983,ENT,WEB,www.kgc-global.com
1009.625.983,ENT,WEB,www.kgcitsolutions.com
1009.640.732,ENT,EMAIL,broeckaertsenne@gmail.com
1009.734.267,ENT,EMAIL,info@steurzender.be
1009.770.592,ENT,EMAIL,meyvislaura@gmail.com
1009.867.394,ENT,EMAIL,ray.dayekh@hotmail.com
1009.875.215,ENT,EMAIL,fiasco.events@outlook.com
1010.123.554,ENT,EMAIL,pieter.van.keymeulen@telenet.be
1010.236.885,ENT,EMAIL,filip@berlam.be
1010.236.885,ENT,WEB,www.berlam.be
1010.398.817,ENT,TEL,+3247642245
1010.398.817,ENT,EMAIL,dk@royalandloyal.be
1010.831.258,ENT,EMAIL,piekcatering@hotmail.com
1010.872.434,ENT,EMAIL,meyzi@coolautomation.com
1010.952.806,ENT,WEB,www.levalto.com
1011.002.987,ENT,EMAIL,kurt.de.wever@telenet.be
1011.219.555,ENT,EMAIL,official@hiro-antwerp.be
1011.219.555,ENT,WEB,www.hiro-antwerp.be
1011.462.550,ENT,EMAIL,instituut.redentor@gmail.com
1012.025.150,ENT,EMAIL,info@k2solutions.be
1012.025.150,ENT,WEB,k2solutions.be
1012.378.112,ENT,TEL,0472518205
1012.378.112,ENT,EMAIL,info@coppensmerlier.com
1012.523.711,ENT,EMAIL,karen@visu-elle.be
1012.694.153,ENT,TEL,+32484123744
1012.706.130,ENT,TEL,0477762152
1012.706.130,ENT,EMAIL,thomas.busschop@mimafi.be
1012.794.618,ENT,EMAIL,viljaproductions@gmail.com
1012.794.618,ENT,WEB,www.vilja.be
1012.812.929,ENT,EMAIL,kristof.notwins@icloud.com
1012.950.016,ENT,EMAIL,pierre.laffineur@bloom-caregroup.com
1013.066.515,ENT,EMAIL,thierry@monytr.io
1013.066.515,ENT,WEB,www.monytr.io
1013.212.015,ENT,TEL,+32473120767
1013.212.015,ENT,EMAIL,info@advora.agency
1013.250.221,ENT,EMAIL,pupkobv@gmail.com
1013.686.325,ENT,EMAIL,julie@leus-law.be
1013.686.325,ENT,WEB,leus-law.be
1013.721.660,ENT,TEL,078480710
1013.721.660,ENT,EMAIL,info@ciphera.net
1013.721.660,ENT,WEB,www.ciphera.net
1013.853.205,ENT,EMAIL,matthiasvollon@gmail.com
1013.977.820,ENT,TEL,+32496877609
1013.977.820,ENT,EMAIL,nathan.bouts@icloud.com
1014.092.933,ENT,EMAIL,m.amin@live.be
1014.926.737,ENT,EMAIL,emilio@digivantex.be
1014.926.737,ENT,WEB,www.digivantex.be
1014.967.319,ENT,TEL,0032489439450
1014.967.319,ENT,EMAIL,info4rays@gmail.com
1015.304.443,ENT,EMAIL,BNBcouncil@gmail.com
1015.585.941,ENT,EMAIL,LuciferRC2025@outlook.com
1015.610.091,ENT,EMAIL,info@ikzitmeteenei.be
1015.610.091,ENT,WEB,www.ikzitmeteenei.be
1015.736.191,ENT,EMAIL,mbach.bba@gmail.com
2.000.758.622,EST,EMAIL,info@markgrave.be
2.001.617.764,EST,TEL,03/241.09.99
2.001.617.764,EST,EMAIL,antwerpen@dierickxleys.be
2.001.617.764,EST,WEB,www.dierickxleys.be
2.002.739.501,EST,TEL,032618894
2.003.342.780,EST,TEL,03/231.87.70
2.003.342.780,EST,EMAIL,info@avh.be
2.003.342.780,EST,WEB,www.avh.be
2.003.714.647,EST,EMAIL,mail@dirix-verresen.be
2.004.066.421,EST,TEL,033664400
2.004.066.421,EST,EMAIL,info@toneelfonds.be
2.004.066.421,EST,WEB,www.toneelfonds.be
2.004.436.209,EST,EMAIL,info@antwerpseparkings.be
2.006.138.063,EST,TEL,03 204 12 12
2.011.621.632,EST,TEL,+32 (475) 322215
2.011.680.624,EST,EMAIL,info@kockx.be
2.013.530.255,EST,TEL,03/233 16 98
2.021.811.085,EST,TEL,0486/03.14.71
2.027.653.950,EST,EMAIL,yves@rombouts.be
2.030.283.640,EST,TEL,+32 473 968561
2.030.283.640,EST,EMAIL,loeweoilexport@gmail.com
2.030.283.640,EST,WEB,www.loeweoil.com
2.035.518.175,EST,TEL,032015161
2.038.001.672,EST,TEL,03/23 45 590
2.038.001.672,EST,EMAIL,beanr@bollore.com
2.040.554.059,EST,EMAIL,david.norden@telenet.be
2.040.706.190,EST,TEL,0495245255
2.040.706.190,EST,EMAIL,vanpraet.geert@skynet.be
2.042.648.764,EST,TEL,+32 3 224 84 84
2.042.648.764,EST,EMAIL,info@bruhnsped.be
2.045.099.597,EST,TEL,+32 3 216.16.26
2.045.099.597,EST,EMAIL,info@zeno-x.com
2.045.099.597,EST,WEB,www.zeno-x.com
2.047.856.377,EST,TEL,03/205.66.00
2.047.856.377,EST,EMAIL,info@remant.be
2.047.856.377,EST,WEB,www.remant.be
2.047.856.476,EST,TEL,03/205.66.00
2.047.856.476,EST,EMAIL,info@remant.be
2.047.856.476,EST,WEB,www.remant.be
2.048.212.111,EST,TEL,+32 3 213 88 00
2.048.212.111,EST,EMAIL, info@ontime.be
2.048.212.111,EST,WEB,www.ontime.be
2.048.347.812,EST,EMAIL,info@premiare.eu
2.048.347.812,EST,WEB,www.premiare.eu
2.048.853.695,EST,EMAIL,apersaudrey@yahoo.com
2.049.118.070,EST,EMAIL,nicceuppens@hotmail.com
2.049.765.594,EST,EMAIL,kunsthuis@skynet.be
2.050.562.776,EST,TEL,0475/251674
2.050.562.776,EST,EMAIL,luc@miermans.be
2.050.716.194,EST,TEL,0468476896
2.050.716.194,EST,EMAIL,contact@entrepotducongo.com
2.053.180.885,EST,TEL,03/205.66.00
2.053.180.885,EST,EMAIL,info@remantglobe.be
2.053.180.885,EST,WEB,www.remant.be
2.053.816.929,EST,EMAIL,tdel@accuris.com
2.089.243.408,EST,TEL,0473/532303
2.089.243.408,EST,EMAIL,koen.busschots@facilicom.be
2.090.355.938,EST,TEL,0496862082
2.090.355.938,EST,EMAIL,frank@softframe.be
2.091.150.645,EST,TEL,+3234351070
2.091.150.645,EST,EMAIL,info@almacen-store.be
2.091.150.645,EST,WEB,www.almacen-store.be
2.091.429.668,EST,TEL,0495/512.400
2.091.429.668,EST,EMAIL,dirk.vanhecke@v-v.be
2.092.790.341,EST,TEL,03/248.70.11
2.092.790.341,EST,EMAIL,info@studiopenelope.com
2.092.961.971,EST,TEL,+32 3 612 58 60
2.092.961.971,EST,EMAIL,info@connective.be
2.092.961.971,EST,WEB,www.connective.be
2.092.964.644,EST,WEB,www.arkieva.com
2.094.875.643,EST,TEL,32(0)70 661 704
2.094.875.643,EST,EMAIL,belgium@atradius.com
2.094.875.643,EST,WEB,www.atradius.be
2.095.899.982,EST,TEL,0495818134
2.099.629.831,EST,TEL,0473/629928
2.099.629.831,EST,EMAIL,jean-luc.clippeleyr@trigion.be
2.100.232.320,EST,TEL,0484/775773
2.100.232.320,EST,EMAIL,Veerle@3xc.Be
2.100.314.373,EST,EMAIL,erik@azworks.be
2.101.268.042,EST,TEL,03/224.05.05
2.101.268.042,EST,EMAIL,avb@akambeheer.be
2.101.268.042,EST,EMAIL,vds@vdsconsult.com
2.101.270.913,EST,TEL,036057891
2.101.270.913,EST,EMAIL,info@rhombus.be
2.101.270.913,EST,WEB,www.rhombus.be
2.101.278.633,EST,TEL,0497/39.59.58
2.101.278.633,EST,TEL,015/42.45.07
2.101.278.633,EST,EMAIL,david@adconet.be
2.101.379.195,EST,TEL,032130383
2.101.379.195,EST,WEB,www.wildstream.be
2.102.611.491,EST,TEL,03/219 63 93
2.102.611.491,EST,EMAIL,frank.rycquart@telenet.be
2.110.151.361,EST,TEL,0477085408
2.114.439.454,EST,TEL,+32(0) 3223 6100
2.114.439.454,EST,WEB,www.chrobinson.com
2.115.695.704,EST,TEL,+32 3 285 99 70
2.115.695.704,EST,EMAIL,info@stefanschoning.com
2.115.695.704,EST,WEB,www.stefanschoning.com
2.116.195.352,EST,TEL,03-6890809
2.116.195.352,EST,EMAIL,info@numberz.be
2.116.195.352,EST,WEB,www.numberz.be
2.116.389.649,EST,TEL,03/4499757
2.116.502.683,EST,TEL,+32475432694
2.116.502.683,EST,EMAIL,info.duopro@gmail.com
2.116.617.697,EST,TEL,0475 450547
2.130.926.979,EST,TEL,03/237.47.69
2.131.577.869,EST,TEL,02/2421909
2.131.577.869,EST,EMAIL,info@mdfbrussels.be
2.131.577.869,EST,WEB,www.mdf.nl
