EntityNumber,Language,TypeOfDenomination,Denomination
0864.840.122,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Oranjestraat 13
0864.854.671,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Sint-Jansplein 57-58-59
0864.863.579,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Handelstraat 50
0864.909.903,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Offerandestraat 53
0864.910.693,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Lange Beeldekensstraat 153
0864.918.316,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Carnotstraat 86/90
0864.918.712,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Hardenvoort 22
0865.012.148,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Carnotstraat 169 - Turnhoutsebaan 1
0865.014.623,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Kerkstraat 75
0865.021.254,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Olijftakstraat 46
0865.116.670,2,1,COMMUNAUTE GUINEENNE DE FLANDRE COGUIFLA C.G.F.
0865.193.280,2,1,Vereniging van Mede-eigenaars gebouw  Antwerpen Willem Linnigstraat 13
0865.193.478,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Willem Linnigstraat 11
0865.232.179,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Lange Zavelstraat 63-65-67
0865.236.634,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Sint-Elisabethstraat 75
0865.240.592,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Carnotstraat 30-34
0865.241.186,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Lange Lobroekstraat 41-45
0865.256.529,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Kersbeekstraat 21
0865.257.024,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Selderstraat 17
0865.257.519,2,1,"Vereniging van Mede-eigenaars Residentie Astrid, Antwerpen Carnotstraat 5"
0865.257.519,2,2,Residentie Astrid
0865.422.914,2,1,"Vereniging van Mede-eigenaars Huizencomplex De Tien Geboden, Antwerpen Tien Gebodensteeg 1-10"
0865.422.914,2,2,Huizencomplex De Tien Geboden
0865.424.694,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Lange Scholierstraat 68-88
0865.432.614,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Vlagstraat 98
0865.483.983,2,1,CREVE-BUNDERVOET
0865.519.518,2,1,BRAHIM CHAWKI
0865.530.208,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Sint-Jansplein 10/11
0865.530.901,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Violetstraat 27/29
0865.799.333,2,1,KRISTOF GELDMEYER ARCHITECT
0865.873.171,2,1,B.H.D.
0865.884.158,2,1,EXPORT-SELLER
0865.966.312,4,1,SPORT FLASH ONLINE
0866.052.424,2,1,Art in headquARTers
0866.244.444,2,1,VEQUVE Invest
0866.563.752,2,1,TSA Safety Group
0866.581.568,4,1,PIX & STORIES
0866.606.215,2,1,CHATTALA
0866.655.903,2,1,BELGIE-NEPAL-TIBET-BUTHAN VZW
0866.655.903,2,2,BNTB VZW
0866.946.408,2,1,TANGER
0867.097.351,2,1,STABICOM
0867.261.954,2,1,JONCKERS-IT
0867.282.047,2,1,PURE DIFFUSION
0867.310.058,2,1,MIDASTE
0867.329.161,2,1,NASIBAH
0867.547.313,2,1,AKTIEF MONITORENCLUB
0867.577.797,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Lange Scholiersstraat 3/5
0867.606.996,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Duboisstraat 46
0867.607.293,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Veldstraat 71
0867.617.785,2,1,ECHO
0867.638.175,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Kerkstraat 39/41
0867.641.739,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Van Arteveldestraat 36
0867.641.937,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Sint-Jansplein 31-32-33
0867.694.395,2,1,Bureau voor evenement organisatie
0867.694.395,2,2,BEO
0867.762.988,2,1,TONYTEC
0867.794.761,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Duboisstraat 43
0867.797.434,2,1,Vereniging van Mede-eigenaars Residentie Globe (garagegebouw) te Antwerpen Ijzerlaan 54-56
0867.797.434,2,2,Residentie Globe (garagegebouw)
0867.797.632,2,1,Vereniging van Mede-eigenaars Residentie Globe te Antwerpen Ijzerlaan 54-56
0867.797.632,2,2,Residentie Globe
0867.834.353,2,1,HASCALI
0867.856.030,2,1,Vereniging van Mede-eigenaars gebouw Noordschip te Antwerpen Noordschippersdok 15
0867.856.030,2,2,gebouw Noordschip
0867.856.129,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Viaduct Dam 35
0867.878.497,2,1,YPERMAN
0869.484.343,2,1,"Vereniging van Mede-eigenaars Residentie Petersgang te Antwerpen, Oude Steenweg 29-33 (gebouw  A)"
0869.484.343,2,2,Residentie Petersgang
0869.488.402,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Lange Beeldekensstraat 166
0869.572.138,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Van Maerlantstraat 27"
0869.589.162,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Dambruggestraat 235/237"
0869.595.892,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Vondelstraat 3"
0869.596.882,2,1,Vereniging van Mede-eigenaars gebouw te Antwerpen Sint-Jansplein 41-42
0869.600.248,2,1,"Vereniging van Mede-eigenaars Roosevelt Building te Antwerpen, Anneessenstraat 1/5 hoek gemeentestraat"
0869.600.248,2,2,Roosevelt Building
0869.641.028,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Richardstraat 18/B"
0869.650.035,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Everaertstraat 16-18"
0869.653.302,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Richardstraat 18/A"
0869.654.191,2,1,"Vereniging van Mede-eigenaars ""Mercurius"" te Antwerpen, Houwerstraat 18"
0869.654.191,2,2,Mercurius
0869.654.488,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Van Wesenbekestraat 50-52"
0869.658.844,2,1,"Vereniging van Mede-eigenaars complex te Antwerpen, Lange Van Bloerstraat 13"
0869.665.574,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Kerkstraat 131"
0869.666.366,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Klappeistraat 54"
0869.666.663,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Van Wesenbekestraat 46-48"
0869.677.353,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Van den Wervestraat 6"
0869.677.551,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Osystraat 59"
0869.678.640,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Gemeentestraat 20"
0869.689.429,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Lammekensstraat 3"
0869.693.882,2,1,"Vereniging van Mede-eigenaars building te Antwerpen, Van Den Wervestraat 51"
0869.694.476,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Willem Linnigstraat 7"
0870.010.717,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Van De Wervestraat 8"
0870.021.704,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Lange Lobroekstraat 201"
0870.022.593,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Bisschopstraat 21-23-25"
0870.023.088,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Bisschopstraat 17-19"
0870.023.187,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Bisschopsstraat 17-19-21-23-25"
0870.053.079,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Wetstraat 112 hoek Kerkstraat"
0870.102.470,2,1,LE GRAND BLUE
0870.121.177,2,1,"Vereniging van Mede-eigenaars Residentie Dixie, Handelsstraat 47-49"
0870.121.177,2,2,Residentie Dixie
0870.123.850,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Lange Beeldekensstraat 219"
0870.129.392,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Onderwijsstraat 34-36"
0870.162.848,2,1,ANTWERPSE THUISVERPLEGING
0870.231.936,1,1,C.A.C. EXPRESS
0870.233.520,2,1,ALICANTE
0870.549.759,2,1,PUCHKIN ONTMOETINGSCENTRUM
0870.549.759,2,2,PUCHKIN
0870.595.685,2,1,EGPI
0870.733.762,2,1,STIFF STUDIO
0870.736.435,2,1,MY WORK
0870.837.492,2,1,SEVEN SINS
0870.858.377,2,1,GOUDEN PEN
0870.878.470,2,1,Silêncio
0870.923.804,2,1,JAMI INVEST
0870.929.544,2,1,JMC INVESTMENTS
0872.110.568,2,1,CINÉ CRI DE COEUR
0872.205.093,2,1,SAYIN'S
0872.283.782,2,1,JD IT
0872.311.102,2,1,JAMAL
0872.413.248,2,1,BIS IN IDEM
0872.523.710,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Duboisstraat 48"
0872.657.728,2,1,COLORFIELD PAINTING
0872.824.014,2,1,GROEP ARTHUR
0872.887.954,2,1,TENZOM YANGCHEN
0873.247.052,2,1,CARLAND
0873.247.052,2,3,"""Limoland"" en ""Golfland"""
0873.372.954,2,1,CHINA CONNECTION
0873.372.954,2,2,CC
0873.463.422,2,1,MARTUR
0873.704.833,2,1,"Vereniging van Mede-eigenaars gebouw Antwerpen, Van Wesenbekestraat 62"
0873.708.692,2,1,"Vereniging van Mede-eigenaars gebouw Antwerpen, Wetstraat 69"
0873.709.781,2,1,Vereniging van Mede-eigenaars gebouw Antwerpen Lange Van Bloerstraat 145
0873.794.113,2,1,MPM FOTOLASSERS EN PIJPFITTERS
0873.931.297,2,1,ALTIN AMSTERDAM
0873.932.188,2,1,JARMAX
0874.056.904,2,1,AZIE DARIUSH
0874.063.931,2,1,ARTHUR
0874.558.433,2,1,NORMEC SENSORY BELGIUM
0874.855.866,2,1,MAXIM
0875.069.365,2,1,COLORBLIND
0875.171.612,2,1,PAK UNITED
0875.211.796,2,1,THE NEW CAPITAL CENTRUM
0875.240.007,2,1,MEDIA RESPONSE
0875.240.007,2,2,M.R.
0875.374.322,2,1,PLEINGROEP DE CONINCPLEIN
0875.390.059,2,1,TSARIDEA
0875.466.669,2,1,TRICOLOR
0875.510.716,2,1,CON FIORI MUSIC
0875.806.565,2,1,ANFA
0875.886.244,2,1,MARITIEM EN LOGISTIEK ERFGOED
0875.944.444,4,1,ROCHAS MANAGEMENT
0875.982.452,2,1,AL AFRAH
0875.989.281,2,1,HA-MANAGEMENT
0876.021.351,2,1,PHONE CENTER
0876.060.646,2,1,DE BIERTON
0876.112.710,2,1,Shimesu Belgium
0876.603.252,2,1,Samire Said
0876.631.263,2,1,MONITOR CAPITAL PARTNERS
0876.861.588,2,1,KINDERKANKERLIGA
0876.981.255,2,1,WENZHOU SEAFOOD
0877.095.675,2,1,SINBAD
0877.574.737,1,1,CROISSANTBLEU
0877.739.934,2,1,DANSING CHOCOLA
0877.832.281,2,1,INTERNATIONAL BUDDHIST PROGRESSIVE SOCIETY BELGIUM
0877.832.281,2,2,IBPS
0877.884.246,2,1,SOFIA
0878.054.787,2,1,RIAD ES - SALAM
0878.151.787,2,1,INSTITUUT VOOR WETENSCHAP EN CULTUUR AZ ZAYTOUNAH
0878.294.814,2,1,XTEND
0878.549.190,2,1,AFRIN
0878.587.002,2,1,SELMAN
0878.617.783,2,1,UNIVERSAL
0878.953.721,2,1,HERMAN
0878.979.752,2,1,ALPHA TEAM TUINEN
0878.999.746,2,1,DROOMMEUBEL
0879.163.656,2,1,SEABREAK
0879.172.663,2,1,SIKUPYA
0879.262.141,2,1,DOVE HOUSE OF FASHION
0879.419.420,2,1,GILBERT DEYA MINISTRIES BELGIUM
0879.625.197,2,1,MADE ARCHITECTS
0879.940.151,2,1,KIEVITSNEST
0880.085.255,2,1,STICHTING HARRY THEUNS
0880.150.383,2,1,FUGITIVE IN EXILE VZW
0880.150.383,2,2,FUGITIVE
0880.168.793,2,1,SADIEK
0880.215.315,1,1,FERME DE LA PREALE
0880.249.759,4,1,LOW ARCHITECTEN
0880.331.616,2,1,PROTESTANTS SOCIAAL CENTRUM OPEN HUIS
0880.331.616,2,2,PSC OPEN HUIS VZW
0880.350.323,2,1,Sportoase Veldstraat Antwerpen
0880.501.365,2,1,A LO CUBANO
0880.655.674,2,1,ABV+ ARCHITECTEN
0880.736.442,2,1,ANTWERP GLOBAL SHIPPING
0880.810.577,2,1,AS.EL
0880.918.663,2,1,Darilo
0880.972.014,2,1,S-CORNER
0880.999.233,2,1,FIXKES
0881.089.701,1,1,NAMU
0881.396.141,2,1,VERENIGING VAN DE ROMA GEMEENSCHAP VAN ANTWERPEN
0881.396.141,2,2,VRGA
0881.449.292,2,1,CHRIST'S KINGDOM CHURCH
0881.514.620,2,1,Moment
0881.568.068,2,1,AL GHERI
0881.713.271,2,1,Parfum d'Anvers
0881.753.655,2,1,CHERKAOUI
0881.912.023,2,1,FEAR NOT IN THE ARMS OF LORD JESUS PARISH
0881.912.023,0,1,MAFOYA NI APA JESU PARISH
0882.100.479,1,1,RAI ADITI
0882.117.208,2,1,CLUB NAGALAH
0882.131.559,2,1,BLUE POINT STUDIO
0882.142.645,2,1,HERTAM
0882.244.395,2,1,FARUK
0882.309.921,2,1,EVA-VORMING
0882.343.177,2,1,ISHAN
0882.381.185,2,1,Mr.Henry
0882.531.239,2,1,RAINA AFRICAN CLUB
0882.547.174,2,1,Nabila
0882.670.207,2,1,LA VOLPE
0882.825.407,2,1,TONG XIN
0882.829.959,2,1,LAZARET
0882.912.509,2,1,NIPPON KAIJI KYOKAI (BELGIUM) N.V.
0883.019.308,2,1,THE HICKEY UNDERWORLD
0883.413.147,2,1,L.J.B.
0883.468.674,2,1,Vereniging van Medeeigenaars gebouw te Antwerpen Van Stralenstraat 49/53
0883.670.394,2,1,M & M
0884.092.345,2,1,NWANNE-DI-NA-MBA ORNAISATION BELGIUM - IGBO INTERCULTURAL CENTRE
0884.092.345,2,2,NOB - IGBO INTERCULTURAL CENTRE
0884.319.603,2,1,EL MANAR
0884.320.987,2,1,"Vereniging van Mede-eigenaars gebouw te Antwerpen, Bredastraat 40-66"
0884.355.730,2,1,Lieven Peeters
0884.355.730,2,2,LP
0884.621.192,2,1,VERVEN EN BORSTELS
0884.740.166,2,1,INDIA
0884.752.638,2,1,"INTERNATIONALE INFORMATIE & HET CULTURELE CENTRUM VAN DE UITWISSELING, BELGIE"
0885.283.663,2,1,Donckers U
0885.341.269,2,1,SKY FOODS
0885.383.237,2,1,AFRIKAANSE NATIES JEUGDVERENIGING VZW
0885.383.237,2,2,ANJV VZW
0885.587.432,2,1,KLUB PIRAMIDA SUNCA LEONARDO
0885.703.337,2,1,KLAMPER CLUB
0885.703.337,2,2,K.C.
0885.809.047,2,1,HANDELAARSVERENIGING HANDELSSTRAAT EN KORTE ZAVELSTRAAT VZW
0885.809.047,2,2,Ha & KZ vzw
0885.811.522,2,1,"V.Z.W. COBUR, Sociale Hulpverlenings- en Solidariteitsvereniging"
0885.811.522,2,2,COBUR V.Z.W.
0886.253.366,2,1,CHINESE VERENIGING VAN TAICHI IN BELGIE
0886.368.974,2,1,BEVI
0886.720.055,2,1,HARDEN
0886.730.844,2,1,LES ODETTES
0886.982.351,2,1,VRIENDENKRING GEPENSIONEERDEN F.O.D. FINANCIEN ANTWERPEN
0886.982.351,2,2,FINANT
0887.037.680,2,1,BELGIAN VENDING CENTER
0887.037.680,2,2,BVC
0887.549.406,2,1,Dr. S. CASTERMANS
0888.155.259,2,1,END TIME HARVESTER INTERNATIONAL MINISTRIES
0888.155.259,2,2,ETHIM
0888.163.672,2,1,MADINA
0888.365.491,2,1,DOKTER IMMANUEL JAHJA
0888.392.910,2,1,DE TOEKOMST
0888.412.607,2,1,BEWA V.O.F.
0888.412.607,2,2,BEWA
0888.581.861,1,1,REINE SENER
0888.614.228,2,1,ENVISION ARCHITECTURE
0888.654.711,2,1,XIN LONG
0888.709.941,2,1,JP'S BEACH
0888.934.031,2,1,DERRA VZW
0889.268.581,2,1,Get Solutions
0889.421.407,2,1,PAKORO
0889.428.632,2,1,Vereniging Van Mede-eigenaars gebouw te Antwerpen Van Wesenbekestraat 15
0889.517.912,2,1,enola
0889.781.394,2,1,MediaComm
0889.812.177,2,1,PROFESSOR DOKTER FRANS OFFECIERS
0890.078.829,2,1,STUPPA-PROJEKT
0890.145.838,2,1,HOPEWELL INVESTMENTS
0890.170.384,2,1,PRIVATE EQUITY GROUP
0890.236.207,2,1,GLOBE PROJECTS
0890.309.649,2,1,MATRAC
0890.352.211,2,1,COMMUNICATIE VOOR MAROKKANEN IN HET BUITENLAND
0890.352.211,2,2,COMMARBUIT
0890.353.595,2,1,GREAT BRIDGE INTERNATIONAL
0890.378.341,2,1,VZW ANTWERP MUSIC CITY
0890.378.341,2,2,VZW A.M.C.
0890.389.031,2,1,apotheek cortvrindt
0890.538.192,2,1,ZEESHAN
0890.567.787,2,1,Burdi-Cash
0890.771.784,2,1,UNIVERSAL BELGO-PAK
0890.841.268,2,1,DEPLACIE LINDA
0890.898.280,2,1,ARIZONA
0890.984.986,2,1,MARBEL SAUZEN & SALADES
0891.159.982,2,1,OLAYFA
0891.414.558,2,1,GUL PINAR
0891.503.739,2,1,Zennith
0891.503.739,2,3,Zennith bvba
0891.532.641,2,1,GUI PAI
0892.012.592,2,1,ECCENTRICXS
0892.021.205,2,1,KATOENNATIE-JAN DE NUL-ENVISAN
0892.194.320,2,1,ROYAL FISH
0892.214.116,2,1,AKRAN
0892.220.549,2,1,Sir Norman Lewis
0892.425.239,2,1,"Vereniging van Mede-eigenaars te Antwerpen, gebouw Duboisstraat 39 - De Pretstraat 9"
0892.874.904,2,1,MYAGDELI OVERSEASE NEPALESE ASSOCIATION BELGIUM VZW
0892.874.904,2,2,MONA-BELGIUM VZW
0893.077.713,2,1,NEDDA EL-ASMAR
0893.200.942,2,1,Veralu Install
0893.383.955,2,1,LUCKY TAXI ANTWERPEN
0893.383.955,2,2,L.T.A.
0893.554.201,2,1,ALLSEAS GLOBAL LOGISTICS
0893.614.577,2,1,BAJWA ENTREPRISES
0893.775.222,2,1,SOHRETLER
0893.817.386,2,1,BAWOCK FAMILY MEETING
0893.817.386,2,2,BAFABE
0893.875.883,2,1,SHANI ENTERPRISES
0894.118.878,2,1,VZW GASABA
0894.218.452,2,1,ROBE
0894.328.023,2,1,Macobi Johnson
0894.468.276,2,1,Flexx'Em International
0894.611.105,2,1,LEVEND ACTIE ROLLEN SPEL
0894.611.105,2,2,L.A.R.S.
0894.675.144,2,1,DR. KEVIN VEREECKEN
0894.682.567,2,1,ANNOUR
0894.784.319,2,1,CARAVAGGIO
0894.791.445,2,1,MERCY SEAT MINISTRIES VZW
0894.791.445,2,2,MSM VZW
0894.941.596,2,1,PRINTALERT
0894.950.011,2,1,WERELD EVANGELISCHE MISSIE STEENTAFEL
0894.950.011,2,2,W.E.M.S.T.
0895.008.409,2,1,Ibno Sina Vereniging voor Plattelandsontwikkeling en Sociale Solidariteit vzw
0895.008.409,2,2,Ibno Sina VPSS vzw
0895.051.662,2,1,Neuro Productions
0895.060.075,2,1,NOMEDIA
0895.078.188,2,1,INTERNATIONAL YOUTH ASSOCIATION FOR DEVELOPMENT
0895.078.188,2,2,IYAD
0895.194.786,2,1,BANGKOK MASSAGE
0895.224.876,2,1,YASER
0895.233.289,2,1,KOMFORTO
0895.472.920,2,1,WIJKGEZONDHEIDSCENTRUM DE REGENT
0895.472.920,2,2,WGC DE REGENT VZW
0895.726.902,2,1,A.D.S.L.F.
0895.752.735,2,1,BAKKERSHOEVE
0895.803.710,2,1,DE PRINS
0895.837.362,2,1,MISSION ECCLESIASTIQUE DE RESTAURATION/EXODE
0895.837.362,2,2,M.E.R.E
0896.001.668,2,1,ENTREDEUX
0896.021.167,2,1,"Vereniging van Mede-eigenaars  Residentie Van Gogh te Antwerpen, Duinstraat 48"
0896.021.761,2,1,"Vereniging van Mede-eigenaars Residentie Maasstraat 47 te Antwerpen, Maasstraat 47"
0896.023.048,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Lobroekstraat 212-214"
0896.108.269,2,1,Calamares
0896.145.782,2,1,STICHTING VAN OPENBAAR NUT BEELD VOOR EEN MONUMENT
0896.156.967,2,1,"Vereniging van Mede-eigenaars Residentie Maasstraat te Antwerpen, Maasstraat 33"
0896.159.244,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Carnotstraat 146"
0896.160.333,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Stralenstraat 88"
0896.254.363,2,1,DE MASSAGERIE
0896.354.135,2,1,THEE HUISJE
0896.475.582,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Pastorijstraat 28"
0896.492.509,2,1,"Vereniging van Mede-eigenaars in Residentie Petersgang  het gebouw B, C en het ondergronds garagegebouw te Antwerpen, Oude Steenweg 29-33"
0896.508.642,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Van Bloerstraat 78/80"
0896.515.372,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Schijnpoortweg 1"
0896.516.164,2,1,"Vereniging van Mede-eigenaars  Residentie Samber te Antwerpen, Lange Lobroekstraat 236-238 & Samberstraat 5"
0896.517.451,2,1,"Vereniging van Mede-eigenaars  te Antwerpen, Osystraat  47"
0896.517.748,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Stralenstraat 31"
0896.523.884,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Cassiersstraat 41"
0896.725.408,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Vondelstraat 18"
0896.756.783,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Beeldekensstraat 274-282"
0896.791.823,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Kerkstraat 35"
0896.800.731,2,1,"Vereniging van Mede-eigenaars te Antwerpen, De Coninckplein 3"
0896.820.725,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Wesenbekestraat 56"
0896.823.693,2,1,"Vereniging van Mede-eigenaars te Antwerpen, De Coninckplein 6"
0896.833.195,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Van Sterbeeckstraat 20/22 (hoek Korte Van Sterbeeckstraat"
0896.833.591,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Van Sterbeeckstraat 24"
0896.855.565,2,1,"Vereniging van Mede-eigenaars Congres, te Antwerpen, Congresstraat 16"
0896.857.842,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Duboisstraat 41"
0896.913.666,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Scholiersstraat 52"
0896.950.981,2,1,"Vereniging van Mede-eigenaars Gebouw D1 en D2 in het appartementsgebouwencomplex Residentie Petersgang te Antwerpen, Sint-Jansplein +12, 13 en 14"
0896.956.921,2,1,"Vereniging van Mede-eigenaars gebouw D3 (in het appartementsgebouwencomplex Residentie Petersgang) te Antwerpen, Sint-Jansplein 17"
0896.979.388,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Nachtegaalstraat 25"
0897.038.578,2,1,DOEL-PUNT
0897.219.316,2,1,YANARDAG
0897.291.570,2,1,GEASSOCIEERDE APOTHEEK MAST
0897.291.570,2,2,G.A. MAST
0897.351.552,2,1,MONKY PUSSY
0897.362.044,2,1,INDICO PAINTING
0897.411.435,2,1,ST-OPS
0897.412.821,2,1,"Vereniging van Mede-eigenaars van het huizencomplex te Antwerpen, Frans De Cortstraat 19 t/m 37; Spaarstraat 18 t/m 36"
0897.416.383,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint Jobstraat 1/3"
0897.445.483,2,1,ER IS HOOP
0898.063.711,2,1,MOSTERD HOLDING
0898.100.432,2,1,RANT Architecten
0898.136.163,2,1,"Vereniging van Mede-eigenaars  Viaduct Dam te Antwerpen, Drie Snellenstraat 4, 8, Viaductdam 132/134"
0898.204.657,2,1,RUMIC
0898.240.685,2,1,ZARAM
0898.249.494,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Carnotstraat 137"
0898.350.058,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Kerkstraat 6, hoek Van der Keilenstraat"
0898.400.241,2,1,HANDWASH
0898.424.589,2,1,"Vereniging van Mede-eigenaars Residentie President Building te Antwerpen, Franklin Rooseveltplaats 8-10-12-14-16-18, Van Ertbornstraat 1-3 en Anneesse"
0898.763.594,2,1,I  &  Z
0898.829.021,2,1,KWABOBS AFRICAN MARKET
0898.919.487,2,1,BADENYA
0899.019.853,2,1,FUSIE ANTWERPEN DAM
0899.030.444,2,1,S.V.A.  SERVICES
0899.045.488,2,1,SHKELZENI
0899.441.111,2,1,ACASIA
0899.618.778,2,1,UNI
0899.628.775,2,1,AOZ
0899.630.854,2,1,EMIEL
0899.716.174,2,1,Shapla
0899.779.423,2,1,"DE VLAAMSE PINT, HIER SPREEKT MEN NEDERLANDS, HULP AAN DERDEN"
0899.779.423,2,2,V.N.H.
1000.038.920,2,1,Shared Ventures
1000.042.680,2,1,Kemps Marco
1000.154.528,2,1,VANGUARD SECURITY
1000.190.952,2,1,AB GROEP
1000.322.101,2,1,Sara Enterprises
1000.369.611,2,1,AFGHAN HEWAD
1000.398.909,2,1,BIEFS
1000.536.786,2,1,SCHUTS EUROPE
1000.539.558,2,1,ANTWERP ENTERPRISE GROUP
1000.628.541,2,1,RKM Cleaning
1000.704.755,2,1,4 Telephone Parts
1000.755.532,2,1,sculp(IT) architecten
1000.779.286,2,1,AGIT
1000.938.248,2,1,OLY
1000.940.624,2,1,TM Wiegerinck-Low-Ingenium-Ney Fase VIII
1000.950.324,2,1,"Vereniging van mede-eigenaars ""Residentie Biekorfstraat 122"" gelegen te 2060 Antwerpen, Biekorfstraat 122"
1000.973.781,2,1,RUZGAR
1000.978.929,2,1,WIL MEEUS
1001.058.311,2,1,HM ANTWERPEN
1001.115.818,2,1,"Vereniging van Mede-eigenaars van het gebouw 'WINVEST 473' Nikkelstraat 41 gelegen te 2060 Antwerpen, Nikkelstraat 41"
1001.169.959,2,1,JA-TRANSPORTAX
1001.190.448,2,1,BALTIKA EURO
1001.194.012,2,1,AMEER COMPANY
1001.231.129,2,1,CAROLINE BUSET
1001.251.024,2,1,"Vereniging  van Mede-eigenaars van het gebouw Dijlestraat 17 gelegen te 2060 Antwerpen, Dijlestraat 17"
1001.253.004,2,1,"Vereniging van Mede-eigenaars van het gebouw Oranjestraat 5 gelegen te 2060 Antwerpen, Oranjestraat 5"
1001.301.306,2,1,MADINA FASHION
1001.325.654,2,1,Club 42
1001.326.050,2,1,Lucy
1001.329.416,2,1,Timothy
1001.361.583,2,1,"Vereniging van Mede-eigenaars van het gebouw 'WINVEST 509', Tulpstraat 57 gelegen te 2060 Antwerpen, Tulpstraat 57"
1001.405.531,2,1,LUWAM
1001.454.823,2,1,Multispectrum
1001.463.434,2,1,Café Tuga
1001.560.434,2,1,Himalaya Dolma Buddhist Institute
1001.572.114,2,1,Hewad fashion
1001.602.105,2,1,Dream team
1001.639.024,2,1,ANTWERP INDI IMPORT EXPORT
1001.639.024,2,2,A.I.I.E.
1001.729.886,2,1,COLORIDA
1001.739.784,2,1,fatal vzw
1001.865.092,2,1,BEL EXPRESS
1001.890.135,2,1,Helder Works
1001.900.033,2,1,Madotex
1001.943.781,2,1,252 Electronics
1001.949.127,2,1,ZAIN SERVICES
1001.950.117,2,1,MOF
